achalasia-of-cardia.K11_ACHAL	K11_ACHAL
job-coding-travel-agency-managerowner-tourist-manager.22601_12263368	22601_12263368
job-coding-travel-agent-travel-agencybookingreservations-clerk-tour-organiser.22601_62123369	22601_62123369
job-coding-traveltour-guide.22601_62133370	22601_62133370
job-coding-typist-shorthand-typist-transcriber-stenographer.22601_42173304	22601_42173304
job-coding-university-lecturerprofessor.22601_23113030	22601_23113030
job-coding-university-research-fellow-or-assistantassociate.22601_23293029	22601_23293029
job-coding-upholsterer-coach-trimmer-curtain-maker-mattress-maker.22601_54122878	22601_54122878
job-coding-van-driver-delivery-driver-courier-driver.22601_82122605	22601_82122605
job-coding-vocational-or-industrial-trainerinstructor.22601_35633274	22601_35633274
job-coding-vocational-or-industrial-trainerinstructor.22601_35633208	22601_35633208
job-coding-vocational-or-industrial-trainerinstructor.22601_35633218	22601_35633218
job-coding-vocational-or-industrial-trainerinstructor-craft-instructor-apprentice-instructor.22601_35633214	22601_35633214
job-coding-waiter-waitress-maitre-dhotel-sommelier-steward.22601_92243389	22601_92243389
job-coding-ward-clerk-medical-records-clerk.22601_41313093	22601_41313093
job-coding-welder-fitter-welder.22601_52152925	22601_52152925
job-involve-night-shift-work.3426	3426
job-involved-shift-work-no.22620_0	22620_0
job-involved-shift-work-yes.22620_1	22620_1
job-involves-heavy-manual-or-physical-work.816	816
job-involves-mainly-walking-or-standing.806	806
job-involves-shift-work.826	826
job-soc-coding-accounts-and-wages-clerks-book-keepers-other-financial-clerks.22617_4122	22617_4122
job-soc-coding-actors-entertainers.22617_3413	22617_3413
job-soc-coding-advertising-and-public-relations-managers.22617_1134	22617_1134
job-soc-coding-air-travel-assistants.22617_6214	22617_6214
job-soc-coding-aircraft-pilots-and-flight-engineers.22617_3512	22617_3512
job-soc-coding-animal-care-occupations-nec.22617_6139	22617_6139
job-soc-coding-architects.22617_2431	22617_2431
job-soc-coding-architectural-technologists-and-town-planning-technicians.22617_3121	22617_3121
job-soc-coding-archivists-and-curators.22617_2452	22617_2452
job-soc-coding-artists.22617_3411	22617_3411
job-soc-coding-arts-officers-producers-and-directors.22617_3416	22617_3416
job-soc-coding-assemblers-electrical-products.22617_8131	22617_8131
job-soc-coding-assemblers-vehicles-and-metal-goods.22617_8132	22617_8132
job-soc-coding-assemblers-and-routine-operatives-nec.22617_8139	22617_8139
job-soc-coding-authors-writers.22617_3412	22617_3412
job-soc-coding-bakers-flour-confectioners.22617_5432	22617_5432
job-soc-coding-bar-staff.22617_9225	22617_9225
job-soc-coding-biological-scientists-and-biochemists.22617_2112	22617_2112
job-soc-coding-bricklayers-masons.22617_5312	22617_5312
job-soc-coding-broadcasting-associate-professionals.22617_3432	22617_3432
job-soc-coding-brokers.22617_3532	22617_3532
job-soc-coding-building-and-civil-engineering-technicians.22617_3114	22617_3114
job-soc-coding-bus-and-coach-drivers.22617_8213	22617_8213
job-soc-coding-business-and-related-associate-professionals-nec.22617_3539	22617_3539
job-soc-coding-buyers-and-purchasing-officers.22617_3541	22617_3541
job-soc-coding-call-centre-agentsoperators.22617_7211	22617_7211
job-soc-coding-care-assistants-and-home-carers.22617_6115	22617_6115
job-soc-coding-careers-advisers-and-vocational-guidance-specialists.22617_3564	22617_3564
job-soc-coding-caretakers.22617_6232	22617_6232
job-soc-coding-carpenters-and-joiners.22617_5315	22617_5315
job-soc-coding-chartered-and-certified-accountants.22617_2421	22617_2421
job-soc-coding-chartered-surveyors-not-quantity-surveyors.22617_2434	22617_2434
job-soc-coding-chefs-cooks.22617_5434	22617_5434
job-soc-coding-chemical-and-related-process-operatives.22617_8114	22617_8114
job-soc-coding-chemical-engineers.22617_2125	22617_2125
job-soc-coding-chemists.22617_2111	22617_2111
job-soc-coding-childminders-and-related-occupations.22617_6122	22617_6122
job-soc-coding-chiropodists.22617_3215	22617_3215
job-soc-coding-civil-engineers.22617_2121	22617_2121
job-soc-coding-civil-service-administrative-officers-and-assistants.22617_4112	22617_4112
job-soc-coding-civil-service-executive-officers.22617_4111	22617_4111
job-soc-coding-cleaners-domestics.22617_9233	22617_9233
job-soc-coding-clergy.22617_2444	22617_2444
job-soc-coding-coal-mine-operatives.22617_8122	22617_8122
job-soc-coding-collector-salespersons-and-credit-agents.22617_7121	22617_7121
job-soc-coding-communication-operators.22617_4142	22617_4142
job-soc-coding-company-secretaries.22617_4214	22617_4214
job-soc-coding-computer-engineers-installation-and-maintenance.22617_5245	22617_5245
job-soc-coding-conference-and-exhibition-managers.22617_1222	22617_1222
job-soc-coding-construction-operatives-nec.22617_8149	22617_8149
job-soc-coding-construction-trades-nec.22617_5319	22617_5319
job-soc-coding-counter-clerks.22617_4123	22617_4123
job-soc-coding-credit-controllers.22617_4121	22617_4121
job-soc-coding-customer-care-managers.22617_1142	22617_1142
job-soc-coding-customer-care-occupations.22617_7212	22617_7212
job-soc-coding-database-assistantsclerks.22617_4136	22617_4136
job-soc-coding-dental-nurses.22617_6113	22617_6113
job-soc-coding-dental-practitioners.22617_2215	22617_2215
job-soc-coding-design-and-development-engineers.22617_2126	22617_2126
job-soc-coding-directors-and-chief-executives-of-major-organisations.22617_1112	22617_1112
job-soc-coding-draughtspersons.22617_3122	22617_3122
job-soc-coding-driving-instructors.22617_8215	22617_8215
job-soc-coding-education-officers-school-inspectors.22617_2313	22617_2313
job-soc-coding-educational-assistants.22617_6124	22617_6124
job-soc-coding-electrical-engineers.22617_2123	22617_2123
job-soc-coding-electricalelectronics-engineers-nec.22617_5249	22617_5249
job-soc-coding-electricalelectronics-technicians.22617_3112	22617_3112
job-soc-coding-electricians-electrical-fitters.22617_5241	22617_5241
job-soc-coding-electronics-engineers.22617_2124	22617_2124
job-soc-coding-elementary-office-occupations-nec.22617_9219	22617_9219
job-soc-coding-elementary-personal-services-occupations-nec.22617_9229	22617_9229
job-soc-coding-elementary-sales-occupations-nec.22617_9259	22617_9259
job-soc-coding-elementary-security-occupations-nec.22617_9249	22617_9249
job-soc-coding-energy-plant-operatives.22617_8124	22617_8124
job-soc-coding-engineering-professionals-nec.22617_2129	22617_2129
job-soc-coding-engineering-technicians.22617_3113	22617_3113
job-soc-coding-estate-agents-auctioneers.22617_3544	22617_3544
job-soc-coding-estimators-valuers-and-assessors.22617_3531	22617_3531
job-soc-coding-farm-managers.22617_1211	22617_1211
job-soc-coding-farm-workers.22617_9111	22617_9111
job-soc-coding-farmers.22617_5111	22617_5111
job-soc-coding-filing-and-other-records-assistantsclerks.22617_4131	22617_4131
job-soc-coding-finance-and-investment-analystsadvisers.22617_3534	22617_3534
job-soc-coding-financial-and-accounting-technicians.22617_3537	22617_3537
job-soc-coding-financial-institution-managers.22617_1151	22617_1151
job-soc-coding-financial-managers-and-chartered-secretaries.22617_1131	22617_1131
job-soc-coding-fire-service-officers-leading-fire-officer-and-below.22617_3313	22617_3313
job-soc-coding-fishing-and-agriculture-related-occupations-nec.22617_9119	22617_9119
job-soc-coding-food-drink-and-tobacco-process-operatives.22617_8111	22617_8111
job-soc-coding-furniture-makers-other-craft-woodworkers.22617_5492	22617_5492
job-soc-coding-further-education-teaching-professionals.22617_2312	22617_2312
job-soc-coding-garage-managers-and-proprietors.22617_1232	22617_1232
job-soc-coding-gardeners-and-groundsmengroundswomen.22617_5113	22617_5113
job-soc-coding-general-office-assistantsclerks.22617_4150	22617_4150
job-soc-coding-graphic-designers.22617_3421	22617_3421
job-soc-coding-hairdressers-barbers.22617_6221	22617_6221
job-soc-coding-hairdressing-and-beauty-salon-managers-and-proprietors.22617_1233	22617_1233
job-soc-coding-hand-craft-occupations-nec.22617_5499	22617_5499
job-soc-coding-healthcare-practice-managers.22617_1183	22617_1183
job-soc-coding-heavy-goods-vehicle-drivers.22617_8211	22617_8211
job-soc-coding-higher-education-teaching-professionals.22617_2311	22617_2311
job-soc-coding-horticultural-trades.22617_5112	22617_5112
job-soc-coding-hospital-and-health-service-managers.22617_1181	22617_1181
job-soc-coding-hospital-porters.22617_9221	22617_9221
job-soc-coding-hotel-and-accommodation-managers.22617_1221	22617_1221
job-soc-coding-hotel-porters.22617_9222	22617_9222
job-soc-coding-housekeepers-and-related-occupations.22617_6231	22617_6231
job-soc-coding-houseparents-and-residential-wardens.22617_6114	22617_6114
job-soc-coding-housing-and-welfare-officers.22617_3232	22617_3232
job-soc-coding-importers-exporters.22617_3536	22617_3536
job-soc-coding-industrial-cleaning-process-occupations.22617_9132	22617_9132
job-soc-coding-information-and-communication-technology-managers.22617_1136	22617_1136
job-soc-coding-insurance-underwriters.22617_3533	22617_3533
job-soc-coding-it-operations-technicians.22617_3131	22617_3131
job-soc-coding-it-strategy-and-planning-professionals.22617_2131	22617_2131
job-soc-coding-it-user-support-technicians.22617_3132	22617_3132
job-soc-coding-journalists-newspaper-and-periodical-editors.22617_3431	22617_3431
job-soc-coding-kitchen-and-catering-assistants.22617_9223	22617_9223
job-soc-coding-laboratory-technicians.22617_3111	22617_3111
job-soc-coding-labourers-in-building-and-woodworking-trades.22617_9121	22617_9121
job-soc-coding-labourers-in-process-and-plant-operations-nec.22617_9139	22617_9139
job-soc-coding-legal-associate-professionals.22617_3520	22617_3520
job-soc-coding-legal-professionals-nec.22617_2419	22617_2419
job-soc-coding-legal-secretaries.22617_4212	22617_4212
job-soc-coding-leisure-and-sports-managers.22617_1225	22617_1225
job-soc-coding-leisure-and-theme-park-attendants.22617_9226	22617_9226
job-soc-coding-leisure-and-travel-service-occupations-nec.22617_6219	22617_6219
job-soc-coding-librarians.22617_2451	22617_2451
job-soc-coding-library-assistantsclerks.22617_4135	22617_4135
job-soc-coding-local-government-clerical-officers-and-assistants.22617_4113	22617_4113
job-soc-coding-management-accountants.22617_2422	22617_2422
job-soc-coding-management-consultants-actuaries-economists-and-statisticians.22617_2423	22617_2423
job-soc-coding-managers-in-construction.22617_1122	22617_1122
job-soc-coding-managers-in-mining-and-energy.22617_1123	22617_1123
job-soc-coding-marketing-and-sales-managers.22617_1132	22617_1132
job-soc-coding-marketing-associate-professionals.22617_3543	22617_3543
job-soc-coding-mechanical-engineers.22617_2122	22617_2122
job-soc-coding-medical-and-dental-technicians.22617_3218	22617_3218
job-soc-coding-medical-practitioners.22617_2211	22617_2211
job-soc-coding-medical-radiographers.22617_3214	22617_3214
job-soc-coding-medical-secretaries.22617_4211	22617_4211
job-soc-coding-merchandisers-and-window-dressers.22617_7125	22617_7125
job-soc-coding-metal-machining-setters-and-setter-operators.22617_5221	22617_5221
job-soc-coding-metal-making-and-treating-process-operatives.22617_8117	22617_8117
job-soc-coding-metal-plate-workers-shipwrights-riveters.22617_5214	22617_5214
job-soc-coding-metal-working-machine-operatives.22617_8125	22617_8125
job-soc-coding-metal-working-production-and-maintenance-fitters.22617_5223	22617_5223
job-soc-coding-midwives.22617_3212	22617_3212
job-soc-coding-mobile-machine-drivers-and-operatives-nec.22617_8229	22617_8229
job-soc-coding-motor-mechanics-auto-engineers.22617_5231	22617_5231
job-soc-coding-musicians.22617_3415	22617_3415
job-soc-coding-ncos-and-other-ranks.22617_3311	22617_3311
job-soc-coding-nursery-nurses.22617_6121	22617_6121
job-soc-coding-nurses.22617_3211	22617_3211
job-soc-coding-nursing-auxiliaries-and-assistants.22617_6111	22617_6111
job-soc-coding-occupational-hygienists-and-safety-officers-health-and-safety.22617_3567	22617_3567
job-soc-coding-occupational-therapists.22617_3222	22617_3222
job-soc-coding-office-managers.22617_1152	22617_1152
job-soc-coding-officers-in-armed-forces.22617_1171	22617_1171
job-soc-coding-officers-of-non-governmental-organisations.22617_4114	22617_4114
job-soc-coding-ophthalmic-opticians.22617_2214	22617_2214
job-soc-coding-originators-compositors-and-print-preparers.22617_5421	22617_5421
job-soc-coding-other-goods-handling-and-storage-occupations-nec.22617_9149	22617_9149
job-soc-coding-packers-bottlers-canners-fillers.22617_9134	22617_9134
job-soc-coding-painters-and-decorators.22617_5323	22617_5323
number-of-incorrect-matches-in-round.399_irnt	399_irnt
job-soc-coding-paper-and-wood-machine-operatives.22617_8121	22617_8121
job-soc-coding-paramedics.22617_3213	22617_3213
number-of-night-shifts-worked-monthly-during-mixed-shift-periods.22643_irnt	22643_irnt
job-soc-coding-pensions-and-insurance-clerks.22617_4132	22617_4132
